Date,y,Fridge,Chest Freezer,Upright Freezer,Tumble Dryer,Washing Machine,Dishwasher,Computer Site,Television Site,Electric Heater,ds,weekday,is_weekend,temperature
2013-10-25,11252.417492545817,443.20512437356126,427.5349678249847,698.0215989034791,0.0,0.0,894.0759414394228,32.70812450709009,223.79079215388933,23.979042985912784,2013-10-25,4,0,0
2013-10-26,9598.64298516842,380.8281332936618,423.83746171130986,696.2040305965241,0.0,286.1766666666667,0.0535117056856187,10.947110132602813,144.27431117479892,22.98664714318527,2013-10-26,5,1,0
2013-10-27,13269.46037746235,421.13288804609857,390.5731066270121,663.1838500003296,474.65833333333336,533.2283333333334,0.0,127.18682095930927,256.73983695969133,23.98998042026175,2013-10-27,6,1,0
2013-10-28,12190.963145872425,415.9088887189823,389.07722478459726,588.9027282134929,158.80639730639732,298.7898214153621,0.0,69.85618881392094,123.35724223676347,23.9983164983165,2013-10-28,0,0,0
2013-10-29,16597.5135174504,403.5429382859916,366.68866149044527,675.2569680719882,0.0,675.2237692460673,935.7729549248749,13.304737481682691,83.87686659388586,23.998330550918197,2013-10-29,1,0,0
2013-10-30,16480.324704750245,415.1071771726233,358.0505366888378,741.7049717786851,0.8080808080808081,358.08020856591236,0.0,0.0,132.0146428690224,23.993299319727893,2013-10-30,2,0,0
2013-10-31,12250.649502180164,420.07624338928554,352.0336307097192,639.1841290833481,0.0,309.4504507293395,896.3879598662207,59.145351569084326,81.46156303883285,23.986240411169106,2013-10-31,3,0,0
2013-11-01,9208.77628937978,424.49721106895686,361.98555472438755,646.0558368974929,259.77966101694915,0.0,0.0,13.859998869752243,91.11093568472411,23.998305084745763,2013-11-01,4,0,0
2013-11-02,10000.815242068737,359.8350025735678,368.31164131563173,646.1337558048257,0.0,293.1103672316384,0.0,52.80629617675483,139.04198580448016,23.980945852173775,2013-11-02,5,1,0
2013-11-03,15584.01434323539,398.12411390244665,350.92690862454674,808.9794706952855,0.0,291.64395229982966,927.143615819209,80.2181104426423,235.36121499277792,23.973591126251662,2013-11-03,6,1,0
2013-11-04,14894.10401731029,362.18791299757055,318.20116857617273,596.6141903630471,0.0,311.9051094890511,0.0,49.81299811049381,137.58180259568957,23.99159363833277,2013-11-04,0,0,0
2013-11-05,11233.578808765935,349.4880195166047,316.57213037474463,615.5180457834874,0.0,0.0,0.0,41.41552202785982,258.5359975978473,23.988316638842516,2013-11-05,1,0,0
2013-11-06,9896.146200565574,357.78265659168335,366.59227207075116,617.1873047919279,0.0,0.0,997.4772929485332,16.177003816793892,183.620571835695,23.978656545361545,2013-11-06,2,0,0
2013-11-07,4432.67195028873,157.08616706265767,177.2045531447519,350.0954850198666,0.0,357.5912508544087,0.0,0.0,1.482269503546099,10.995145631067961,2013-11-07,3,0,0
2013-11-08,11198.275017575404,371.1895848600375,175.7877646084945,517.1863569003835,0.4183006535947712,0.0,949.5000184365781,0.0,88.58443445884788,13.0,2013-11-08,4,0,0
2013-11-09,17422.799572958105,395.26968335120563,290.50561447915373,624.4994585837883,0.0,0.0,899.4035087719299,29.977157204029453,112.85222157337996,2587.010568283167,2013-11-09,5,1,0
2013-11-10,22734.67483118587,419.1904126669627,305.30830732924665,741.8682196329837,0.0350877192982456,674.6243067345783,832.5380334636425,59.85589431684391,230.9884024976534,10285.60080478645,2013-11-10,6,1,0
2013-11-11,16798.60021181119,425.42461535533056,331.02850274997684,716.7752703604734,0.0,0.0,0.0,18.76576477690577,126.13011598978622,6321.225761908481,2013-11-11,0,0,0
2013-11-12,20107.837530456356,409.3958487914645,355.61366933205557,645.1882583569401,0.0,642.6162432704555,924.4281914893616,42.317227795900784,113.54015405570459,5512.322781021494,2013-11-12,1,0,0
2013-11-13,18977.44625388507,378.56857117436266,315.53411942952624,630.7952299281048,205.59173126614988,315.96639515208756,0.0,51.73881076569876,199.05640343092557,5979.014301048744,2013-11-13,2,0,0
2013-11-14,23017.071781906903,449.0974754014182,327.56826786908573,722.1426301398724,11.700831024930748,254.78291828076001,932.0383693045565,58.97867161734342,205.6773594709444,6002.580072985964,2013-11-14,3,0,0
2013-11-15,19556.60086402771,411.6717666697612,333.1513951328724,665.0033096040585,179.4086734771323,329.89880516880515,20.043478260869566,22.624010374010375,179.09192070482757,7223.086238126595,2013-11-15,4,0,0
2013-11-16,18075.650035807164,381.4245366902165,351.29345473820445,626.0349019145681,212.15851602023608,0.0,970.2357663407372,27.423725136879128,21.346349745331068,5944.484341581328,2013-11-16,5,1,0
2013-11-17,19124.229291230822,439.2103002244419,344.3644155329812,618.216816787836,0.0,0.0,0.0,90.64267448127323,170.963942536764,5726.263030180988,2013-11-17,6,1,0
2013-11-18,15601.89813163669,383.46074515541414,347.12435134351466,746.9780422765485,0.0,0.0068000480653687,0.0,38.78317952415285,179.38817241987863,5536.721826920442,2013-11-18,0,0,0
2013-11-19,22243.66947182482,400.31991521889665,297.29415636549487,625.2553164676805,0.5342237061769616,678.7114278482443,951.3283510111603,33.41963614281425,20.79971124971125,6028.739190757015,2013-11-19,1,0,0
2013-11-20,17116.707162968236,341.2960509873389,304.5260847353366,605.2278331341644,0.0016750418760469,0.0,0.0,9.64527027027027,1.4705882352941178,4886.493591866407,2013-11-20,2,0,0
2013-11-21,18833.690471235353,381.23056320007737,329.6629519319916,686.3857437782426,21.381183891265078,0.0,0.0,15.135451505016722,88.52183468490031,3667.3221589878467,2013-11-21,3,0,0
2013-11-22,20765.257590685495,387.4062457595558,332.49683385666157,811.1268209638745,633.6327447015974,987.1654651162792,0.0,77.11833853254088,346.08355825343597,6170.233667560754,2013-11-22,4,0,0
2013-11-23,20593.46786443604,375.87929693422086,301.71599149151524,637.9589641765605,0.4371584699453552,354.9515503875969,0.0,157.7375964348286,192.3502882503044,6081.164468892906,2013-11-23,5,1,0
2013-11-24,21883.815015951724,436.57534457849613,310.5186031555628,640.2960188121201,5.01467750126968,0.0,1124.9421352803415,137.1660311447181,158.91691888253902,6057.981720271662,2013-11-24,6,1,0
2013-11-25,16731.82200257897,472.4569149701665,324.394502015282,695.7029044304911,0.0,305.8190381461159,0.0,45.29901190666231,207.12054662894928,6493.376851084788,2013-11-25,0,0,0
2013-11-26,18574.514743610343,279.37864731810845,252.92227893907616,558.8058705184717,0.0,298.9479835627304,0.0,0.0,187.38317714703544,2740.5891295207357,2013-11-26,1,0,0
2013-11-27,20093.178415684175,405.62257281300333,323.5968500129292,734.959488191317,360.0948494230228,738.9554217378918,918.1337063223093,57.32461992009697,184.27173097909534,5100.787607447352,2013-11-27,2,0,0
2013-11-28,16874.580948348863,345.0870762596203,267.03877746247434,712.3446845020303,0.0,0.0,0.0,30.347302340083807,79.42330507438157,5137.605019411712,2013-11-28,3,0,0
2013-11-29,13224.086666275576,361.58654522066956,186.6202723554543,677.6068150046441,0.0,0.0,791.3369507602175,14.764176755963383,52.47855509651559,4987.87179793103,2013-11-29,4,0,0
2013-11-30,14764.091113875578,1157.6482159344596,100.03336028002008,535.3591405542527,0.0,0.0,0.0,0.0,1.4739454094292803,5017.150240126134,2013-11-30,5,1,0
2013-12-01,15953.446258951446,899.8342189857676,91.4765164521583,483.15505952375173,0.0,0.0,0.0,0.0,1.6080402010050252,5012.503744804928,2013-12-01,6,1,0
2013-12-02,17086.253516108045,543.2066054089454,196.3364682894799,542.8066238102697,0.0,358.293509555721,5.505376344086022,20.3005823134623,133.21373528579457,4970.009184375668,2013-12-02,0,0,0
2013-12-03,15782.159910550889,386.1834995919588,309.25372210035147,691.292634010014,0.0,634.419879491042,0.0,70.23911609460365,137.66849484802512,4990.961474907506,2013-12-03,1,0,0
2013-12-04,18646.306155070422,600.2822232125365,258.0277744668265,596.7299015709408,0.0,1294.4038636893192,0.0,19.692792921364347,218.3450095357767,4982.251575517937,2013-12-04,2,0,0
2013-12-05,19103.85192895303,403.9357230906442,407.078541844714,774.7549580705949,104.72447013487476,0.0,0.0,48.806119353280344,140.69511161120386,6217.9547990967185,2013-12-05,3,0,0
2013-12-06,19045.888142740238,346.9443259707693,317.91229586793605,673.0989616612594,2.529644268774704,723.6100445900577,1007.3685336542479,0.0,210.84699048233773,4961.904889454541,2013-12-06,4,0,0
2013-12-07,20136.31831606902,376.1830991745309,325.72016334263554,734.3152770474866,0.0,730.7182148428183,0.0,50.94012197577485,48.592453238330606,7874.186338457299,2013-12-07,5,1,0
2013-12-08,20920.448123269653,433.55220774855354,320.5810067987991,695.0531108925286,152.08121827411168,0.0,937.5748685509609,57.76725868264926,205.15342702285074,5036.960515885498,2013-12-08,6,1,0
2013-12-09,15369.799043813891,360.8106096476265,335.2301309926577,632.9352592994981,0.0,0.0,0.0,8.04094254494509,111.1251328166317,5016.257357357228,2013-12-09,0,0,0
2013-12-10,19126.316140322302,405.9291133461099,330.97611873206847,805.6158532763798,0.0,0.0,967.2863741339494,15.411958914159941,103.15201269231474,5004.87477763851,2013-12-10,1,0,0
2013-12-11,21017.257835132557,334.0371716286195,352.3958172380412,603.7413892532425,561.1180688804446,679.4977479210866,0.0,45.77976796585567,145.7294538692396,4971.920214749037,2013-12-11,2,0,0
2013-12-12,16894.700092047948,1252.420641456918,324.21710836230375,610.0009952983947,0.0,0.0,1025.7174833635813,3.1031941031941037,81.93903425171837,6998.232121148784,2013-12-12,3,0,0
2013-12-13,11131.588698935175,953.6099314658658,345.5722837886603,562.7540016081789,0.0,0.0,0.0754716981132075,0.0,1.540677966101695,4985.729288074112,2013-12-13,4,0,0
2013-12-14,11862.655898666002,810.7301369794927,331.8566635196164,615.0018227347933,0.0,0.026711185308848,0.0,0.0,1.4577702702702702,5075.216950470223,2013-12-14,5,1,0
2013-12-15,12931.480737081898,315.78492400656125,348.65811752028515,512.6022734481701,0.0,0.0,0.0,0.0,33.659791725765004,5033.511109808014,2013-12-15,6,1,0
2013-12-16,18507.11463617372,300.47369304369477,336.7174186921301,631.9752219883683,0.0,700.2416648951541,1501.2378702309948,45.602122859193926,123.76964393179361,4907.012184947093,2013-12-16,0,0,0
2013-12-17,20004.140543415604,333.9983007358615,387.7648432776866,626.0040648571052,0.0,1651.356750100109,0.0,0.0,128.94829929548854,6125.2085957325025,2013-12-17,1,0,0
2013-12-18,18604.19370653003,303.6029236868719,346.39704641282395,706.1739876676431,0.0,341.8074898178473,0.0,13.979966611018364,195.5825916115728,4976.683529091827,2013-12-18,2,0,0
2013-12-19,19511.007928698342,397.9669248130657,325.324533674244,623.9697852749299,0.0,634.4985614913745,951.4300000000002,0.0,220.5840722097727,5029.769048737092,2013-12-19,3,0,0
2013-12-20,18689.25302930309,345.1598523383024,303.73661256656845,572.6966250670239,0.0,494.75573305670815,0.0,0.0,50.84441016535554,4966.19565806203,2013-12-20,4,0,0
2013-12-21,16298.311718852896,372.68270093807223,353.5338360601455,580.9851859847333,0.0,0.0,0.0,60.73043878135984,67.92234238269373,5024.7693759819385,2013-12-21,5,1,0
2013-12-22,17186.56353085508,337.5309672877311,320.39303562191395,688.0734678080541,0.0,285.22550442059173,1087.478787878788,0.0,155.51213727785725,5039.841439110102,2013-12-22,6,1,0
2013-12-23,21942.228045308057,490.11601546535366,321.8704416671972,669.1336725621256,441.5247311827957,324.6621037097349,0.0,0.0,35.600824979343585,4998.189414584096,2013-12-23,0,0,0
2013-12-24,29828.364300866182,586.0595414097362,392.3185067039339,835.5880018681042,0.0,0.0,1842.4876376569766,0.0,19.83236407830375,4652.373341812768,2013-12-24,1,0,0
2013-12-25,34705.87489630292,546.3714344479731,308.5651531407782,853.4620025930243,0.0,0.0,1918.0080091127927,20.383446766939347,63.67175563811814,9914.189568508073,2013-12-25,2,0,0
2013-12-26,32424.45380247681,641.4654156104758,323.6069854984209,765.6312120101574,1691.0294374655577,674.6966981513353,922.8904690491095,0.0,127.3429139556712,7617.7324969540805,2013-12-26,3,0,0
2013-12-27,22879.20819059757,492.03706667810934,336.7801765781114,665.4879654890043,0.2331511839708561,587.5052876995733,992.0679117147708,153.84732780275246,103.01452734483655,4155.12960895609,2013-12-27,4,0,0
2013-12-28,24639.677163792643,473.59755169147604,359.60252389886693,765.216567296325,607.2044989775051,755.6525526853599,980.0894454382826,224.15426877226767,151.94982285037378,7521.235506349948,2013-12-28,5,1,0
2013-12-29,19910.728137788978,392.6139485892565,293.92013218809336,766.6122319266826,0.0,859.5730273277578,0.0,146.96595615818384,156.87131547416794,7190.5896156103245,2013-12-29,6,1,0
2013-12-30,23380.59210409887,470.9794407550858,328.9813613263401,678.0251589009547,0.0,0.0,973.54015597334,52.644724063514744,297.70854754075856,5035.702605668986,2013-12-30,0,0,0
2013-12-31,19633.483646508812,404.387151474336,347.70994365830086,667.4469613597582,0.0,336.8238652779678,931.9074672272641,161.44247647376062,283.02784868902353,8445.86685366044,2013-12-31,1,0,0
2014-01-01,20758.477648311782,421.5360031357289,332.68987629463845,809.5873279878546,0.0,331.98657156966175,0.0,190.54372799957457,313.2686196202882,5061.353010605162,2014-01-01,2,0,0
2014-01-02,21402.365771720615,421.4500626652497,330.77841272580406,707.5892331495231,267.534223706177,743.8215651743465,960.8540268456376,32.59171900224531,167.18962440516475,5061.562501526701,2014-01-02,3,0,0
2014-01-03,19149.819239278433,383.03531407976647,351.67662770729413,763.8810918922329,712.0988274706867,352.93179203693273,0.0,44.92517265639583,182.1100285955839,5091.8460562613145,2014-01-03,4,0,0
2014-01-04,18748.25237376461,385.0865489522216,331.2376771074571,631.8059187352547,0.0,346.3617646497206,971.9332962430169,87.92375972151835,226.51430348843664,4969.865693404942,2014-01-04,5,1,0
2014-01-05,19690.328647420072,370.43844050658413,335.0802561318138,821.4447245846995,0.0,0.0,1.1663807890222984,106.3341830108552,274.8652895037426,5052.661497077428,2014-01-05,6,1,0
2014-01-06,18893.734232978513,418.7652276557642,361.5152979840182,673.432776521747,0.0,0.0034013605442176,1006.0150809691498,55.54149416761838,136.2491477117469,5025.276394169378,2014-01-06,0,0,0
2014-01-07,19067.72259306456,425.6157395291686,388.0435054046998,866.821325695146,7.772045378848127,821.3650981710887,0.0,62.88223359598186,92.18572323508266,5072.339674294191,2014-01-07,1,0,0
2014-01-08,19112.546163060884,410.20620410454535,348.60949635179225,700.1297998536287,0.135306553911205,590.4630273066116,921.693029217527,21.228124324824844,228.83372844314076,5060.817542867909,2014-01-08,2,0,0
2014-01-09,18909.488373161486,382.42960466449466,351.86235904999035,676.6567171965268,314.31202617943825,320.21314947674205,0.0,29.2709910514721,213.47604261352973,5097.149099828238,2014-01-09,3,0,0
2014-01-10,13712.444755389306,330.25105423187745,303.28565844575274,645.0871140086656,0.0,0.0,0.0,23.17517006802721,2.865675083592759,4973.449766364391,2014-01-10,4,0,0
2014-01-11,17512.56732331263,338.6324302284881,298.7212666795767,587.6128203416893,0.0,0.0,39.45688073394496,153.8329228426835,43.4086770055661,4981.747533201261,2014-01-11,5,1,0
2014-01-12,17355.762750513426,303.9510641751175,293.02503681599774,675.3457484307014,0.0,373.1137570621469,985.3909395973154,53.81631330155757,102.43610528612294,5056.005529199434,2014-01-12,6,1,0
2014-01-13,17365.510900241683,310.3597304776124,326.0487205668133,585.9256107157016,0.0077071290944123,0.0,0.0,31.332384947665727,40.58108966680683,6072.6402799787065,2014-01-13,0,0,0
2014-01-14,16879.33194451098,315.72330003248726,306.13184763863586,564.7342349575656,1.7808695652173914,0.0,0.0,38.09522932400074,75.31267188721799,6627.266076156326,2014-01-14,1,0,0
2014-01-15,13689.25379037629,300.64912850075495,330.266312405884,567.9240280364338,0.0,0.0,0.0,26.02681007010835,20.055876460767948,6664.01235517601,2014-01-15,2,0,0
2014-01-16,16313.526985408123,317.0491854987743,318.4589507859775,701.0929246268361,0.0,0.0,0.0,63.65866888677074,22.617512436535204,5075.973779537681,2014-01-16,3,0,0
2014-01-17,14145.319909816819,307.02515475355216,318.8840229455361,602.2560145708113,3.518900343642612,0.0146196283391404,0.0,0.0,73.32499599057564,4992.192328563007,2014-01-17,4,0,0
2014-01-18,17500.956081272965,360.7101649705936,339.0189645710723,582.0740905160696,0.0,700.9306481997364,2.340036563071298,105.37680321423186,117.71700165198294,5038.700258613517,2014-01-18,5,1,0
2014-01-19,18929.29396059421,386.0146599740507,327.6029072317246,626.3442474595495,140.96127946127947,624.9976055668968,0.0,154.3458633924042,239.7067143332704,7791.277722784245,2014-01-19,6,1,0
2014-01-20,21507.690947191375,360.71373739267614,281.52541516047995,675.2053624996917,0.0,725.5099254706288,974.2775862662322,43.072684098665945,201.57191950612574,6858.9322613129625,2014-01-20,0,0,0
2014-01-21,18945.221321402427,320.0172000451775,334.57484463717367,608.3482506982624,0.0,517.0660709538458,0.0,36.73213655797152,195.80307333209123,5097.69820388984,2014-01-21,1,0,0
2014-01-22,17126.260416878777,343.28381029737284,302.05702204141846,583.5586858793538,0.0,696.0124802304581,0.0,5.183050847457627,135.83126978692292,4000.2440735616283,2014-01-22,2,0,0
2014-01-23,20454.16453242828,385.3464771612647,315.30054230053264,577.4115268617613,0.0,1089.2380417225631,0.0,68.80670684653134,149.62641695503382,4959.273902823809,2014-01-23,3,0,0
2014-01-24,2584.433493498409,30.543424317617863,19.069939236643897,54.36740786854773,0.0,0.0,0.0,0.0,0.0,2.0,2014-01-24,4,0,0
2014-01-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014-01-25,5,1,0
2014-01-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014-01-26,6,1,0
2014-01-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014-01-27,0,0,0
2014-01-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014-01-28,1,0,0
2014-01-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014-01-29,2,0,0
2014-01-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014-01-30,3,0,0
2014-01-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014-01-31,4,0,0
2014-02-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014-02-01,5,1,0
2014-02-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014-02-02,6,1,0
2014-02-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014-02-03,0,0,0
2014-02-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014-02-04,1,0,0
2014-02-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014-02-05,2,0,0
2014-02-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014-02-06,3,0,0
2014-02-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014-02-07,4,0,0
2014-02-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014-02-08,5,1,0
2014-02-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014-02-09,6,1,0
2014-02-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014-02-10,0,0,0
2014-02-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014-02-11,1,0,0
2014-02-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014-02-12,2,0,0
2014-02-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014-02-13,3,0,0
2014-02-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014-02-14,4,0,0
2014-02-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014-02-15,5,1,0
2014-02-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014-02-16,6,1,0
2014-02-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014-02-17,0,0,0
2014-02-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014-02-18,1,0,0
2014-02-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014-02-19,2,0,0
2014-02-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014-02-20,3,0,0
2014-02-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014-02-21,4,0,0
2014-02-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014-02-22,5,1,0
2014-02-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014-02-23,6,1,0
2014-02-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014-02-24,0,0,0
2014-02-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014-02-25,1,0,0
2014-02-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014-02-26,2,0,0
2014-02-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014-02-27,3,0,0
2014-02-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014-02-28,4,0,0
2014-03-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014-03-01,5,1,0
2014-03-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014-03-02,6,1,0
2014-03-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014-03-03,0,0,0
2014-03-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014-03-04,1,0,0
2014-03-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014-03-05,2,0,0
2014-03-06,5671.1619009522665,129.51203996925472,111.52176815512236,227.09471055987026,0.0,0.0,0.0,88.8083575522191,92.76617653871813,7.9983108108108105,2014-03-06,3,0,0
2014-03-07,12096.96114852396,337.36630295498713,368.25336596187736,681.9412374374423,32.315500773074405,0.0,1453.048807134894,0.0,16.295,5091.193642627855,2014-03-07,4,0,0
2014-03-08,10547.287513783156,295.7493319998881,336.1174637991143,569.7596869407478,4.799475046927072,0.0,0.0016666666666666,0.0,0.934421768707483,5007.724508122541,2014-03-08,5,1,0
2014-03-09,10242.658414935546,260.4365447942916,338.1345849973329,518.2918925352145,0.0,0.0,0.0,0.0,0.8564273789649416,5081.184924954683,2014-03-09,6,1,0
2014-03-10,10299.617839493023,237.1808684772429,356.5375444921913,532.8739025370312,0.0,0.0,0.0,0.0,2.567849193099611,4968.3983333333335,2014-03-10,0,0,0
2014-03-11,10532.582303268264,266.0136714075944,332.7500361911787,564.491591983093,0.0,0.0,3.4133333333333336,0.0,1.450751252086811,5070.585315942434,2014-03-11,1,0,0
2014-03-12,10577.135429903601,261.03722710286644,322.67014287388236,506.8186386703863,0.0,0.0,0.0,0.0,1.552584670231729,5045.34673310788,2014-03-12,2,0,0
2014-03-13,10725.72723640703,231.688456863372,335.36007048148264,521.8247145599294,0.0,0.0,0.0,0.0,1.5,5073.5053512352315,2014-03-13,3,0,0
2014-03-14,10728.413597557745,263.2618572006025,335.38285598849336,514.3003700622686,0.0,0.0,0.0,0.0,1.5516666666666667,5141.001574828402,2014-03-14,4,0,0
2014-03-15,10261.46036762309,251.56202898550725,344.6376649381125,530.7825857256036,0.0,0.0,0.0,0.0,1.8043478260869563,5011.674924909887,2014-03-15,5,1,0
2014-03-16,10183.636943299576,265.5631719377984,355.36305281042814,555.6564297947349,0.0,0.0,0.0,0.0,1.539232053422371,5029.5334312955265,2014-03-16,6,1,0
2014-03-17,10226.280356635654,270.8250044397263,370.0338555918806,543.971110059348,0.0,0.0,0.0,0.0,1.5333333333333334,5067.082656430072,2014-03-17,0,0,0
2014-03-18,12318.074066292169,289.82745689011796,360.95536748563273,532.1987131336264,0.0,0.0,1.7161936560934892,46.282356902356895,64.64792208502628,5171.024652685358,2014-03-18,1,0,0
2014-03-19,16646.240240275944,420.26890387867195,369.1264796140724,751.1978401892216,193.2422537480936,631.8289835196514,0.0,34.45666666666666,188.81660808347792,5089.7363441395455,2014-03-19,2,0,0
2014-03-20,13982.715856173436,405.0228367127176,378.85796311263294,595.5713507806987,0.0,309.695350877193,0.0,12.87864774624374,83.90539894794054,4997.657662090496,2014-03-20,3,0,0
2014-03-21,14557.07718687709,389.4038894020981,356.00801413850985,617.5041852740638,0.0136518771331058,674.6089241271848,0.0,0.0,216.81293585495746,5129.520258854354,2014-03-21,4,0,0
