ds,y,Fridge,Chest Freezer,Upright Freezer,Tumble Dryer,Washing Machine,Dishwasher,Computer Site,Television Site,Electric Heater,yhat,yhat_lower,yhat_upper,error
2013-12-18,9.831196052257296,303.6029236868719,346.39704641282395,706.1739876676431,0.0,341.8074898178473,0.0,13.979966611018364,195.5825916115728,4976.683529091827,9.634484630696244,7.222715999129149,11.779384090482154,0.19671142156105148
2013-12-19,9.878785346245529,397.9669248130657,325.324533674244,623.9697852749299,0.0,634.4985614913745,951.4300000000002,0.0,220.5840722097727,5029.769048737092,9.878523272685127,7.389797799701505,12.371903454917485,0.0002620735604015323
2013-12-20,9.835757438576431,345.1598523383024,303.73661256656845,572.6966250670239,0.0,494.75573305670815,0.0,0.0,50.84441016535554,4966.19565806203,9.647405786321888,7.210996989793677,12.136781912945606,0.18835165225454276
2013-12-21,9.698878160066071,372.6827009380722,353.5338360601455,580.9851859847333,0.0,0.0,0.0,60.73043878135984,67.92234238269373,5024.7693759819385,9.575606749584397,7.204267199572152,11.948385512586215,0.12327141048167434
2013-12-22,9.751941350742754,337.5309672877311,320.39303562191395,688.0734678080541,0.0,285.22550442059173,1087.478787878788,0.0,155.51213727785725,5039.841439110102,9.52877867155524,7.164919804490624,11.774279112107113,0.22316267918751365
2013-12-23,9.996213853604027,490.11601546535366,321.8704416671972,669.1336725621256,441.5247311827957,324.6621037097349,0.0,0.0,35.600824979343585,4998.189414584096,9.26987333284357,6.961975245788299,11.575796286670087,0.7263405207604574
2013-12-24,10.303248566549776,586.0595414097362,392.3185067039339,835.5880018681042,0.0,0.0,1842.4876376569769,0.0,19.83236407830375,4652.373341812768,9.430842643110518,7.168099037194741,11.890401350200069,0.872405923439258
2013-12-25,10.454693070123785,546.3714344479731,308.5651531407782,853.4620025930243,0.0,0.0,1918.0080091127927,20.383446766939347,63.67175563811814,9914.189568508073,9.373955884235048,6.993420816009669,11.754890298381506,1.0807371858887365
2013-12-26,10.386699004537036,641.4654156104758,323.6069854984209,765.6312120101574,1691.0294374655575,674.6966981513353,922.8904690491096,0.0,127.3429139556712,7617.73249695408,9.488424113746396,7.053016206239167,11.917017813729672,0.8982748907906402
2013-12-27,10.03802754469174,492.0370666781093,336.7801765781114,665.4879654890043,0.2331511839708561,587.5052876995733,992.0679117147708,153.84732780275246,103.01452734483657,4155.12960895609,9.169319691762068,6.77200305135804,11.423320548561865,0.8687078529296723
2013-12-28,10.112153899566604,473.597551691476,359.60252389886693,765.216567296325,607.2044989775051,755.6525526853599,980.0894454382826,224.15426877226767,151.94982285037378,7521.235506349948,9.01862332604499,6.811206912572306,11.472145525531516,1.0935305735216136
2013-12-29,9.89906419076966,392.6139485892565,293.92013218809336,766.6122319266826,0.0,859.5730273277578,0.0,146.96595615818384,156.87131547416794,7190.5896156103245,8.888681393466213,6.412182666593006,11.229032895148118,1.010382797303448
2013-12-30,10.059704329546705,470.9794407550858,328.9813613263401,678.0251589009547,0.0,0.0,973.54015597334,52.64472406351474,297.70854754075856,5035.702605668986,8.559291367296115,6.308456845511048,11.04154383851002,1.5004129622505893
2013-12-31,9.885042669060455,404.387151474336,347.70994365830086,667.4469613597582,0.0,336.8238652779678,931.907467227264,161.44247647376062,283.0278486890236,8445.86685366044,8.701177062529206,6.345854268226604,11.047572418749931,1.1838656065312492
2014-01-01,9.940758175513936,421.5360031357289,332.68987629463845,809.5873279878546,0.0,331.9865715696617,0.0,190.54372799957457,313.2686196202882,5061.353010605162,8.716506491605918,6.39035310214718,11.011208294244812,1.2242516839080189
2014-01-02,9.971303467695254,421.4500626652497,330.77841272580406,707.5892331495231,267.534223706177,743.8215651743465,960.8540268456376,32.59171900224531,167.18962440516475,5061.562501526701,9.014602289902845,6.488449912482287,11.352758354210772,0.956701177792409
2014-01-03,9.860100773812729,383.03531407976647,351.67662770729413,763.8810918922329,712.0988274706867,352.93179203693273,0.0,44.92517265639583,182.1100285955839,5091.8460562613145,8.980316741385712,6.4615147151168015,11.171109479324551,0.8797840324270165
2014-01-04,9.838909157204371,385.0865489522216,331.2376771074571,631.8059187352547,0.0,346.3617646497206,971.9332962430168,87.92375972151835,226.51430348843664,4969.865693404942,9.177905610965176,6.87093555448717,11.538185417536951,0.6610035462391952
2014-01-05,9.887933647641026,370.4384405065841,335.0802561318138,821.4447245846995,0.0,0.0,1.1663807890222984,106.3341830108552,274.8652895037426,5052.661497077428,9.406066995396028,6.9840251324115386,11.745585932612274,0.4818666522449977
2014-01-06,9.846638550216475,418.7652276557642,361.5152979840182,673.432776521747,0.0,0.0034013605442176,1006.0150809691498,55.54149416761838,136.2491477117469,5025.276394169378,9.38772652704824,7.014678856117904,11.781268296513934,0.4589120231682351
2014-01-07,9.855804711194308,425.6157395291686,388.0435054046998,866.821325695146,7.772045378848127,821.3650981710887,0.0,62.88223359598186,92.18572323508266,5072.339674294191,9.74235439116554,7.254171758337062,12.12025688723341,0.1134503200287682
2014-01-08,9.858152585851704,410.20620410454535,348.60949635179225,700.1297998536287,0.135306553911205,590.4630273066116,921.693029217527,21.228124324824844,228.8337284431408,5060.817542867909,9.831866771797294,7.577193622169523,12.211456262914965,0.02628581405440933
2014-01-09,9.84747198750418,382.42960466449466,351.86235904999035,676.6567171965268,314.31202617943825,320.21314947674205,0.0,29.2709910514721,213.47604261352973,5097.149099828238,10.042110335040222,7.775349117469546,12.447819878207104,0.19463834753604203
2014-01-10,9.526131999594988,330.25105423187745,303.28565844575274,645.0871140086656,0.0,0.0,0.0,23.17517006802721,2.865675083592759,4973.449766364391,9.759893204881518,7.358683863811303,12.042852136742482,0.23376120528653033
2014-01-11,9.770731135158565,338.6324302284881,298.7212666795767,587.6128203416893,0.0,0.0,39.45688073394496,153.8329228426835,43.4086770055661,4981.747533201261,9.585734908158528,7.333113979211672,11.96791162425732,0.18499622700003648
2014-01-12,9.761737493320265,303.9510641751175,293.02503681599774,675.3457484307014,0.0,373.1137570621469,985.3909395973154,53.81631330155757,102.43610528612294,5056.005529199434,9.390639682718364,7.212199917698636,11.7566863713456,0.37109781060190095
2014-01-13,9.762298969757214,310.3597304776124,326.0487205668133,585.9256107157016,0.0077071290944123,0.0,0.0,31.332384947665727,40.58108966680683,6072.6402799787065,8.993321380934164,6.55983127939693,11.406633527379558,0.7689775888230503
2014-01-14,9.733904432915775,315.72330003248726,306.13184763863586,564.7342349575656,1.7808695652173914,0.0,0.0,38.09522932400074,75.31267188721799,6627.266076156326,9.10494400999693,6.802477593689364,11.425262018926777,0.6289604229188459
2014-01-15,9.524439456487308,300.6491285007549,330.266312405884,567.9240280364338,0.0,0.0,0.0,26.02681007010835,20.055876460767948,6664.01235517601,9.1411844318516,6.665110360355739,11.557780026789562,0.38325502463570693
2014-01-16,9.699811215987337,317.0491854987743,318.4589507859775,701.0929246268361,0.0,0.0,0.0,63.65866888677074,22.617512436535204,5075.973779537681,9.47891577985599,7.003560460709278,12.032620381608004,0.22089543613134666
2014-01-17,9.557209792200736,307.02515475355216,318.8840229455361,602.2560145708113,3.518900343642612,0.0146196283391404,0.0,0.0,73.32499599057564,4992.192328563007,9.431408954019604,7.151559953146954,11.862994733608032,0.12580083818113152
2014-01-18,9.770067929737866,360.7101649705936,339.0189645710723,582.0740905160696,0.0,700.9306481997364,2.340036563071298,105.37680321423186,117.71700165198294,5038.700258613517,9.486347684380627,6.852421180909562,11.690672867809347,0.28372024535723916
2014-01-19,9.848518772904468,386.0146599740507,327.6029072317246,626.3442474595495,140.96127946127947,624.9976055668968,0.0,154.3458633924042,239.7067143332704,7791.277722784245,9.40556964600803,7.137387523186942,11.569724530776266,0.4429491268964387
2014-01-20,9.976212362538702,360.71373739267614,281.52541516047995,675.2053624996917,0.0,725.5099254706288,974.2775862662322,43.072684098665945,201.5719195061257,6858.9322613129625,8.943856559261254,6.486124415835417,11.347266124591007,1.0323558032774471
2014-01-21,9.849359788062722,320.0172000451775,334.57484463717367,608.3482506982624,0.0,517.0660709538458,0.0,36.73213655797152,195.80307333209123,5097.69820388984,8.814627501044974,6.445839390111478,11.260661603082266,1.0347322870177482
2014-01-22,9.74842664956604,343.28381029737284,302.05702204141846,583.5586858793538,0.0,696.0124802304581,0.0,5.183050847457627,135.83126978692292,4000.244073561628,8.493282656854499,6.058439000385915,10.837598927836632,1.2551439927115418
2014-01-23,9.925990673960008,385.3464771612647,315.30054230053264,577.4115268617613,0.0,1089.2380417225631,0.0,68.80670684653134,149.62641695503382,4959.273902823809,8.441322568666763,6.135646635954663,10.688322133350828,1.4846681052932453
2014-01-24,7.857648468627235,30.543424317617863,19.069939236643897,54.36740786854773,0.0,0.0,0.0,0.0,0.0,2.0,8.042671245323753,5.582853432051148,10.387692928404148,0.1850227766965178
2014-01-25,9.377803415167929,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.816021188178406,5.443018171999306,10.159485516256543,1.5617822269895223
2014-01-26,8.991434290959955,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.513226062135662,4.956807810704548,9.831564540053044,1.4782082288242924
2014-01-27,8.435705354503083,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.858430302588968,4.506250583365561,9.28827961049818,1.577275051914115
2014-01-28,6.24975648995595,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.541983250095544,4.289944522002762,8.920883116783605,0.29222676013959425
2014-01-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.043366019483105,3.601713244823798,8.423399778107376,6.043366019483105
2014-01-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.856434565568293,3.474525257331654,8.225576459157955,5.856434565568293
2014-01-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.409804782699789,3.0526713331467343,7.975040050826535,5.409804782699789
2014-02-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.256669077326031,2.842642681049301,7.504897540452775,5.256669077326031
2014-02-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.15648458543789,2.778631850919332,7.504987673650191,5.15648458543789
2014-02-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.810351207386852,2.499899249914302,7.066041405257898,4.810351207386852
2014-02-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.862982639086921,2.551245529597816,7.133238613669009,4.862982639086921
2014-02-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.7386257572413335,2.397184822365128,7.162466770165909,4.7386257572413335
2014-02-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.8773242699120445,2.58633456227153,7.067726184587748,4.8773242699120445
2014-02-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.662018017437916,2.3015161745679467,7.126498188654419,4.662018017437916
2014-02-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.613391733456583,2.315802099596196,7.172810691995446,4.613391733456583
2014-02-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.4787203699405005,2.0161893234581743,6.651075492312539,4.4787203699405005
2014-02-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.9767022242167354,1.807835668950228,6.3837894927609575,3.9767022242167354
2014-02-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8057945903248784,1.462781310538817,6.151471805019353,3.8057945903248784
2014-02-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4753559992818825,1.1292833597439251,5.99568653716449,3.4753559992818825
2014-02-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5213683482261526,1.053204585035654,5.729485597238849,3.5213683482261526
2014-02-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.401215384720082,0.9377576480311846,5.611651981521889,3.401215384720082
