ds,yhat,yhat_lower,yhat_upper
2013-12-12,9.303955700748872,6.976676465799218,11.550837250643509
2013-12-13,8.941881718092025,6.603440393034217,11.234648721942804
2013-12-14,8.91895012369366,6.5695041746192055,11.352890182401705
2013-12-15,9.067937920869113,6.439749114530153,11.378302648980217
2013-12-16,9.075929322282658,6.9200153158240845,11.45381480042841
2013-12-17,9.494313081106544,7.282662957840292,11.870813289328048
2013-12-18,9.634484630696244,7.222715999129149,11.779384090482154
2013-12-19,9.878523272685127,7.389797799701505,12.371903454917485
2013-12-20,9.647405786321888,7.210996989793677,12.136781912945606
2013-12-21,9.575606749584395,7.2042671995721514,11.948385512586217
2013-12-22,9.528778671555239,7.164919804490624,11.774279112107113
2013-12-23,9.26987333284357,6.961975245788299,11.575796286670087
2013-12-24,9.430842643110518,7.168099037194741,11.890401350200067
2013-12-25,9.373955884235047,6.993420816009669,11.754890298381506
2013-12-26,9.488424113746397,7.053016206239167,11.917017813729672
2013-12-27,9.169319691762068,6.77200305135804,11.423320548561865
2013-12-28,9.01862332604499,6.811206912572306,11.472145525531515
2013-12-29,8.888681393466213,6.412182666593006,11.229032895148118
2013-12-30,8.559291367296115,6.308456845511048,11.041543838510021
2013-12-31,8.701177062529206,6.345854268226604,11.047572418749933
2014-01-01,8.716506491605918,6.39035310214718,11.011208294244813
2014-01-02,9.014602289902845,6.488449912482287,11.352758354210772
2014-01-03,8.980316741385712,6.4615147151168015,11.171109479324553
2014-01-04,9.177905610965176,6.87093555448717,11.538185417536951
2014-01-05,9.406066995396028,6.9840251324115386,11.745585932612274
2014-01-06,9.387726527048239,7.014678856117904,11.781268296513934
2014-01-07,9.742354391165541,7.254171758337062,12.12025688723341
2014-01-08,9.831866771797294,7.577193622169523,12.211456262914963
2014-01-09,10.042110335040222,7.775349117469546,12.447819878207104
2014-01-10,9.759893204881518,7.3586838638113035,12.042852136742482
2014-01-11,9.585734908158527,7.333113979211672,11.967911624257319
2014-01-12,9.390639682718364,7.212199917698636,11.7566863713456
2014-01-13,8.993321380934164,6.55983127939693,11.406633527379558
2014-01-14,9.10494400999693,6.802477593689364,11.425262018926777
2014-01-15,9.141184431851599,6.665110360355739,11.557780026789562
2014-01-16,9.47891577985599,7.003560460709278,12.032620381608005
2014-01-17,9.431408954019604,7.151559953146954,11.862994733608032
2014-01-18,9.486347684380629,6.852421180909562,11.690672867809347
2014-01-19,9.40556964600803,7.137387523186942,11.569724530776266
2014-01-20,8.943856559261254,6.486124415835417,11.347266124591007
2014-01-21,8.814627501044974,6.445839390111478,11.260661603082266
2014-01-22,8.493282656854499,6.058439000385915,10.837598927836632
2014-01-23,8.441322568666763,6.135646635954663,10.688322133350828
2014-01-24,8.042671245323753,5.582853432051148,10.387692928404148
2014-01-25,7.816021188178406,5.443018171999306,10.159485516256543
2014-01-26,7.513226062135662,4.956807810704548,9.831564540053044
2014-01-27,6.8584303025889675,4.506250583365561,9.28827961049818
2014-01-28,6.5419832500955435,4.289944522002762,8.920883116783605
2014-01-29,6.043366019483105,3.601713244823798,8.423399778107376
2014-01-30,5.856434565568293,3.474525257331654,8.225576459157955
2014-01-31,5.409804782699789,3.0526713331467343,7.975040050826535
2014-02-01,5.2566690773260305,2.842642681049301,7.504897540452775
2014-02-02,5.15648458543789,2.7786318509193317,7.5049876736501915
2014-02-03,4.8103512073868515,2.499899249914302,7.066041405257898
2014-02-04,4.862982639086921,2.5512455295978156,7.133238613669009
2014-02-05,4.7386257572413335,2.397184822365128,7.162466770165909
2014-02-06,4.8773242699120445,2.58633456227153,7.067726184587748
2014-02-07,4.662018017437916,2.3015161745679467,7.126498188654419
2014-02-08,4.613391733456583,2.315802099596196,7.172810691995446
2014-02-09,4.4787203699405005,2.0161893234581743,6.651075492312539
2014-02-10,3.9767022242167345,1.807835668950228,6.3837894927609575
2014-02-11,3.8057945903248784,1.462781310538817,6.151471805019353
2014-02-12,3.4753559992818825,1.1292833597439251,5.99568653716449
2014-02-13,3.5213683482261526,1.053204585035654,5.729485597238849
2014-02-14,3.401215384720082,0.9377576480311846,5.611651981521889
2014-02-15,3.6572064153463506,1.249629079432749,5.9896275998184585
2014-02-16,3.9908612695379633,1.7246287392878694,6.504000076602998
2014-02-17,4.019842657336181,1.5920035376099777,6.398963375018395
2014-02-18,4.322427832155076,1.8471460903227273,6.6966926707795995
2014-02-19,4.313633632247992,1.8254746599945781,6.562150566449822
2014-02-20,4.494234953247661,2.2881505209465294,7.0449000653870195
2014-02-21,4.351947035174127,1.8953387070399017,6.854284006433079
2014-02-22,4.502732022097343,2.1515511076911165,6.841616453879921
2014-02-23,4.726840733590723,2.454404602439366,7.099825538450632
2014-02-24,4.691400262075616,2.5622328994001453,7.066636024772759
2014-02-25,4.980858613941351,2.4884400483918374,7.440000720255383
2014-02-26,4.983826363922747,2.6357188999404455,7.3158393722115305
2014-02-27,5.168537342403294,2.848899135147858,7.71069975876235
2014-02-28,5.00978882138785,2.6110540078777045,7.406528850273649
2014-03-01,5.141179054693614,2.7777446736021485,7.62753519446613
2014-03-02,5.382877996081733,3.18330427234785,7.725495677796168
2014-03-03,5.443359559127013,2.943263580334497,7.713917461349834
2014-03-04,5.928868251582589,3.6791808571574434,8.225734820164599
2014-03-05,6.219646602291109,3.974565030653449,8.553826490463399
2014-03-06,6.748150004918435,4.4388589685613935,9.357828892322743
2014-03-07,6.937495656624362,4.712037326464423,9.413238734749838
2014-03-08,7.36632967943729,4.950387045568648,9.656630383898205
2014-03-09,7.805374552396231,5.533283673330125,10.077964778150934
2014-03-10,7.924487437303677,5.596701643935935,10.184768188553148
2014-03-11,8.307852689513833,6.108573355143616,10.73490117939587
2014-03-12,8.338828105656049,5.991864928433537,10.61392888016785
2014-03-13,8.487010791471175,6.129615964603472,10.978862055520748
2014-03-14,8.24840807834045,5.8395838262325395,10.477675281215303
2014-03-15,8.297744492604144,5.870584936182801,10.764400957891189
2014-03-16,8.497444977662893,6.031157773198974,10.880435099772345
2014-03-17,8.57087785031189,6.27882807927802,10.980916170329223
2014-03-18,9.092779270929116,6.810564241491916,11.549159771673482
2014-03-19,9.372310841377917,7.026524922423293,11.67767803814307
2014-03-20,9.76543708142051,7.397983366617235,12.102528579530658
2014-03-21,9.658113950961978,7.320942982818933,11.83793465017722
2014-03-22,9.660207860904077,7.193275363994683,11.928214845800365
2014-03-23,9.63549216897633,7.154711297454791,12.031295961414308
2014-03-24,9.366204907372383,6.879390055694286,11.788012898560892
2014-03-25,9.510952023260081,7.335890176669636,11.722798474470185
2014-03-26,9.448917895246279,6.9807244957530274,11.681158867578732
2014-03-27,9.566594846335136,7.1840727250726975,11.734576617265336
2014-03-28,9.239635117697341,6.89905878312991,11.600145284197707
2014-03-29,9.04711446455474,6.8646619884366356,11.51964409058113
2014-03-30,8.829728752834198,6.575015929393226,11.18781160810602
2014-03-31,8.373926987197594,6.392024447289908,10.725931522944745
2014-04-01,8.370906436808088,5.948739078531333,10.76407339641645
2014-04-02,8.244849694427078,6.008857141372563,10.61632618302478
2014-04-03,8.417084894295552,5.887707307066703,10.531408629088295
2014-04-04,8.271189228058763,5.792587802702125,10.743461317615667
2014-04-05,8.363456239005288,6.03504870174209,10.670342411606015
2014-04-06,8.48910639284469,6.053648205516136,10.897113451507932
2014-04-07,8.379374019391975,6.229553606442682,10.68298119985355
2014-04-08,8.671491118172634,6.418517723699766,11.2053359046307
2014-04-09,8.743615541193533,6.527401220403523,11.073757414826275
2014-04-10,8.98401092757868,6.676799882240707,11.309656368389556
2014-04-11,8.763306798183049,6.271412359092433,10.985948959515992
2014-04-12,8.654432599351404,6.198604507418104,11.017389773099987
2014-04-13,8.505219881771792,6.246155687822687,10.825296574278642
2014-04-14,8.130748288928956,5.8842698893225505,10.557031899055156
2014-04-15,8.262838071233718,5.9314477593854535,10.582752484180574
2014-04-16,8.352717298973504,5.912604700798584,10.568068748592328
2014-04-17,8.808944719203257,6.486691048780519,11.080740268091287
2014-04-18,8.95518305718083,6.573285211386818,11.271304365528676
2014-04-19,9.262309119473743,6.987208177111113,11.335208278362668
2014-04-20,9.4572260041061,7.282498477866459,11.845149536344767
2014-04-21,9.260265561316501,6.915545716835675,11.665919621078725
2014-04-22,9.368041457853042,7.096889497197358,11.639126948252095
2014-04-23,9.262574618447665,6.9782155249933755,11.624916512255714
2014-04-24,9.427040054519608,7.0742343290547876,11.723099954141578
2014-04-25,9.265322233847225,6.954786358748843,11.644315860462774
2014-04-26,9.299787777022662,7.076778912802588,11.616326715457026
2014-04-27,9.266058654995343,7.092827802038459,11.601521080003446
2014-04-28,8.861099177329438,6.493684013553005,11.246933574331978
2014-04-29,8.752459084399732,6.420470708547513,10.98956598265603
2014-04-30,8.413085362349042,6.033381557214111,10.835579749015464
2014-05-01,8.347910718820541,6.065679043098705,10.78263138947734
2014-05-02,8.00503298290907,5.599547092504323,10.319144794186592
2014-05-03,7.952515115151711,5.647874279701159,10.21944404814277
2014-05-04,7.952053729449798,5.488656653917749,10.339945483621094
2014-05-05,7.696320285418444,5.324756785994142,10.027123785444909
2014-05-06,7.820826005346358,5.26440693340906,10.131945837025329
2014-05-07,7.750113924777416,5.369053808282791,10.073336468253743
2014-05-08,7.93685681385173,5.601064937182452,10.24889477636254
2014-05-09,7.781706011348096,5.530564977035054,10.357500076587423
2014-05-10,7.815327001658177,5.525435624409299,10.18941884711747
2014-05-11,7.777724189577066,5.638688058845077,10.189173197020292
2014-05-12,7.364154826701023,4.948318667921935,9.668400018045007
2014-05-13,7.2458249640550285,4.80727714953744,9.52354872965664
2014-05-14,6.91781107565277,4.688188008924545,9.416432206293319
2014-05-15,6.925633633652332,4.659296292438297,9.266115624672196
2014-05-16,6.757605433430752,4.428038677934265,9.052623182941483
2014-05-17,6.993142129732969,4.786526694668832,9.28475561378507
2014-05-18,7.357433730821647,5.0251268299571805,9.760027874521384
2014-05-19,7.465705999390806,5.073994220137416,9.646998530146027
2014-05-20,7.869381653657128,5.3618494312900795,10.17916493224659
2014-05-21,7.947186239573748,5.545083657412278,10.294322300120108
2014-05-22,8.173508360406782,5.741489538617187,10.469267101861144
2014-05-23,8.031938467976353,5.662627323708285,10.303180383988376
2014-05-24,8.155068373634993,5.8856480973183665,10.441627348215503
2014-05-25,8.34680716340868,5.971356769034784,10.695734336422484
2014-05-26,8.287947250925436,5.959548196570661,10.66879644071689
2014-05-27,8.556810443447748,6.27397836785941,11.018833497869922
2014-05-28,8.519126754221908,6.116953803481086,10.912350570252606
2014-05-29,8.616821637929698,6.268349324792281,11.144782861956665
2014-05-30,8.309807347149466,5.9444462356761765,10.690893012545736
2014-05-31,8.235378305383932,5.876349540610471,10.537023380204841
2014-06-01,8.231606639299248,5.949093273918531,10.583119221150882
2014-06-02,8.026889800448494,5.686021475278959,10.124762364392984
2014-06-03,8.237950841706967,5.8900515386752925,10.52457596749927
2014-06-04,8.242862965314073,5.648400493289752,10.537823937993268
2014-06-05,8.465908504208647,5.965821468782326,10.705286160789665
2014-06-06,8.327230176420924,5.975544759041151,10.617109728844687
2014-06-07,8.415008920711683,6.064731906825336,10.857166721112117
2014-06-08,8.519664603415608,6.292791651402561,10.935290466885778
2014-06-09,8.329904922941896,6.111417226007695,10.696490695345258
2014-06-10,8.435555154990741,5.955745141684903,10.76660246764616
2014-06-11,8.207554568309877,5.838910915104372,10.46334580623206
2014-06-12,8.092108746080637,5.621785021656132,10.39426489167026
2014-06-13,7.56657573661507,5.239778870461815,9.86829121577274
2014-06-14,7.3067677734427985,4.863541105936554,9.826510728084664
2014-06-15,7.200551228101346,4.790573295458952,9.621025014699772
2014-06-16,7.011554097052511,4.879891353249777,9.322129435484454
2014-06-17,7.350689611550226,4.995143444265361,9.745580905580319
2014-06-18,7.5416495549249225,5.056730294163345,9.800083168171337
2014-06-19,7.927249400452576,5.594024242500336,10.293752714540277
2014-06-20,7.861573567213465,5.551377020373267,10.204767609518578
2014-06-21,7.922413232821276,5.688784712567232,10.290587679161124
2014-06-22,7.958334273245988,5.601681360469313,10.311333067285508
2014-06-23,7.758974638763245,5.379493262905088,10.366318404144472
2014-06-24,8.004543487478655,5.663740156854118,10.545471177429118
2014-06-25,8.093263090089028,5.70910239881979,10.537361174905358
2014-06-26,8.413552697407408,5.943475485532297,10.631580931575707
2014-06-27,8.322314937985722,5.9252747415800675,10.605523277356603
2014-06-28,8.368236667180252,6.027707562824588,10.696973450622622
2014-06-29,8.365418253923739,6.09517993294038,10.592818444621331
2014-06-30,8.089516212060312,5.771360611306765,10.508987719669987
2014-07-01,8.238225641005599,5.900035784399827,10.666418416492574
2014-07-02,8.250466424998773,5.900037479840369,10.461401122984505
2014-07-03,8.557689846092053,6.204555457596174,10.985706929457058
2014-07-04,8.541128303995416,6.2112641955407515,10.991881842395298
2014-07-05,8.744389241119816,6.3681251596597965,11.02125047248092
2014-07-06,8.949715254876699,6.536918755033789,11.153885960341677
2014-07-07,8.885486304998283,6.613858401642131,11.191599351517075
2014-07-08,9.19916242408194,6.902301985532939,11.492259736684616
2014-07-09,9.285063683359125,6.804129222869577,11.476143460553105
2014-07-10,9.540813035803469,7.227875387089988,11.756320989026515
2014-07-11,9.330122801035104,6.779023902476967,11.785686531728674
2014-07-12,9.203825769519561,7.014449218715963,11.41963168652333
2014-07-13,8.984819239327576,6.6792744303520015,11.416198162639766
2014-07-14,8.477142912856559,6.22348998984108,10.91315781548863
2014-07-15,8.426241503236499,6.156393559177064,10.811465140073267
2014-07-16,8.319091412701495,5.9985457099728565,10.581351642261769
2014-07-17,8.606773391595885,6.310115888508974,10.918132969165507
2014-07-18,8.642472548119654,6.227269726302164,10.868764436163712
2014-07-19,8.90073952323797,6.586133482285202,11.241801078355074
2014-07-20,9.087801421988601,6.615083672408658,11.433905850782574
2014-07-21,8.893747241463675,6.496099858394959,11.321047266917043
2014-07-22,8.994523899172385,6.7206207850850515,11.260822983496988
2014-07-23,8.873224699793083,6.391750832981748,11.350138367862636
2014-07-24,9.034147122699295,6.588023064858944,11.402486367938401
2014-07-25,8.908457733554465,6.535731967675092,11.346970907622412
2014-07-26,9.034801569600726,6.761664270647779,11.563451513368669
2014-07-27,9.144162636530021,6.988823546047935,11.601447090814347
2014-07-28,8.91090557774935,6.7461369432491995,11.273564901859165
2014-07-29,8.975297558717589,6.671385975391803,11.310851582547475
2014-07-30,8.793160246614976,6.435181856514767,11.237134746302761
2014-07-31,8.869642773667518,6.620506326119457,11.215492818353406
2014-08-01,8.666090058531365,6.408675397200841,11.123821588163834
2014-08-02,8.764758115928268,6.464427896951768,11.013132890810043
2014-08-03,8.931149859934989,6.181984614999605,11.215209664320824
2014-08-04,8.84831673331353,6.6750413445321115,11.224981843441606
2014-08-05,9.135556394866121,6.7864293629606,11.59608366750911
2014-08-06,9.20601560051279,6.6864225364086565,11.476378349845612
2014-08-07,9.51332117894591,7.198805760712174,11.875772366579001
2014-08-08,9.46931176909815,7.213434917381355,11.89872602318849
2014-08-09,9.615294077337824,7.305977093890506,12.01354242233029
2014-08-10,9.68922857591538,7.177245274077485,12.156152298740455
2014-08-11,9.367004134468614,7.150546449734046,11.69745887220559
2014-08-12,9.29041142690157,6.8815939186667805,11.74409967520627
2014-08-13,8.93094542564172,6.606887088968442,11.314028139230155
2014-08-14,8.831508912842658,6.635897206017187,11.239762590045437
2014-08-15,8.503478084813434,6.157240497234902,10.840956611912807
2014-08-16,8.565540382955245,6.3388724135918455,11.14311457236675
2014-08-17,8.779488097118366,6.457369522666519,11.081341347027797
2014-08-18,8.776897856143023,6.411783621519517,11.155752280568581
2014-08-19,9.099201690888792,6.806029961256679,11.252290902316288
2014-08-20,9.097653324936147,6.878651182150004,11.349732210838903
2014-08-21,9.220075205844966,6.776022628236986,11.625338057912648
2014-08-22,8.941304977326245,6.6741674378564895,11.348910902663455
2014-08-23,8.908544005282474,6.427123157324397,11.289122730387527
2014-08-24,8.955057399797095,6.63562129753897,11.31303789985112
2014-08-25,8.788744875976432,6.47170644797906,11.257346773142059
2014-08-26,8.998006610500983,6.586500276954426,11.421701576404331
2014-08-27,8.93782097752477,6.514895863576016,11.332301333855607
2014-08-28,9.027339668320964,6.680930250191244,11.428404738337344
2014-08-29,8.706895368796717,6.384164674195162,11.004055057186466
2014-08-30,8.60920982390735,6.282968447679103,11.019925887110125
2014-08-31,8.584105076445075,6.1806306252212355,11.105936764910872
2014-09-01,8.378858979794927,6.196571564144262,10.888401066467326
2014-09-02,8.623245089292633,6.388284984475272,11.166074512443357
2014-09-03,8.694634142988345,6.539000757775728,11.055557863269463
2014-09-04,9.004949786914484,6.543377151880516,11.30993348969636
2014-09-05,8.96037953111412,6.423694115179759,11.161787312054566
2014-09-06,9.14401748520905,6.782601661592169,11.51438113473175
2014-09-07,9.353111296862613,7.033727306619378,11.71716957147629
2014-09-08,9.288084926716905,7.043657709012949,11.56709612707838
2014-09-09,9.542784165158757,7.181200126414618,11.85368513599227
2014-09-10,9.475178167598202,7.20642684949353,11.883655548504686
2014-09-11,9.50280775512049,7.3000072295066705,11.805749549863538
2014-09-12,9.071226268786024,6.559336442617346,11.364074959309006
2014-09-13,8.838253320009645,6.496091594725695,11.255616496163391
2014-09-14,8.6985654050318,6.356459953841202,11.060484563293256
2014-09-15,8.445077080857754,6.226807950784022,10.883752590581947
2014-09-16,8.725315709079803,6.182371108658585,11.1650168586056
2014-09-17,8.887323825475292,6.574062629389302,11.285067645819257
2014-09-18,9.273313246929613,6.758694902026368,11.530148227702885
2014-09-19,9.213437842828762,6.7781454243831725,11.504010588756541
2014-09-20,9.253110292801507,6.8591008176627835,11.617126033660718
2014-09-21,9.21927348935683,6.784637442523012,11.476662835181632
2014-09-22,8.902884422190015,6.6001430912631704,11.38202654671545
2014-09-23,9.006710365922139,6.596994667886464,11.454818300340099
2014-09-24,8.958829829439152,6.773801869186805,11.279899439765451
2014-09-25,9.167567947469017,6.9844399932469035,11.616551811844058
2014-09-26,8.989753331940701,6.613130370843686,11.35536402491839
2014-09-27,8.956829019061253,6.639282602921687,11.314836954814822
2014-09-28,8.86159299556841,6.495090902770525,11.137225982503157
2014-09-29,8.468995906630449,6.2233047551851,10.852900920285276
2014-09-30,8.483611283777174,6.226852395141734,10.78939393532288
2014-10-01,8.364308574530444,5.861352384306721,10.525005086956751
2014-10-02,8.563273892898538,6.197568654151936,11.096968658573662
2014-10-03,8.471733008461783,6.22751549627083,10.871162057082874
2014-10-04,8.629324769679686,6.288229582253835,11.027835881399437
2014-10-05,8.807031567070661,6.405119171625564,11.313515821229089
2014-10-06,8.725953272010669,6.406954911028491,11.166619672633344
2014-10-07,9.037671235322442,6.795509085223202,11.355672938893969
2014-10-08,9.149829829781046,6.679159496006687,11.588797935952474
2014-10-09,9.471751200271038,7.080513009945819,11.975673139637543
2014-10-10,9.365067519601606,7.001035527901384,11.615394437596402
2014-10-11,9.360131264726315,7.049748605127148,11.768689715103916
2014-10-12,9.248287739764388,6.9397534054244145,11.526733917658552
2014-10-13,8.806915379248155,6.511479963572847,11.30871768921727
2014-10-14,8.77492734174075,6.434383651744962,10.99699888363797
2014-10-15,8.657748223179363,6.498544200028644,10.925088508618428
2014-10-16,8.940565973740904,6.626022085938952,11.259169754696998
2014-10-17,9.007620152402293,6.566653889094815,11.31072514441311
2014-10-18,9.344056096594201,7.006567043808583,11.801622343150648
2014-10-19,9.64032379519664,7.294948404951631,12.005781555568941
2014-10-20,9.553399383214193,7.1655611172377505,11.967526319651434
2014-10-21,9.727335749478373,7.4232975573988575,11.976208243762155
2014-10-22,9.631613490074113,7.305485523110594,11.88443317714914
2014-10-23,9.780884938168565,7.425913820793062,12.14634688224196
2014-10-24,9.632138858073352,7.208806361526522,12.070751742583832
2014-10-25,9.74840553977248,7.471511056556335,12.222308291634528
2014-10-26,9.868900831094754,7.615875926965046,12.277527700957702
2014-10-27,9.656301839457726,7.276857276931997,11.991365725379865
2014-10-28,9.728082628957633,7.4524461332559975,12.075397543470228
2014-10-29,9.521359661097415,7.17070051094405,11.953865583232709
2014-10-30,9.538427100206794,7.346728496098725,11.989091003654336
2014-10-31,9.254865151980622,6.979503027594756,11.592665299424631
2014-11-01,9.274965149561229,6.82425710841905,11.684940345742413
2014-11-02,9.380988005620168,7.053488763853625,11.80182300751739
2014-11-03,9.259411059733669,7.048027624172513,11.644938312467081
2014-11-04,9.521580544203246,7.283530988078616,11.943287423869416
2014-11-05,9.571226678819267,7.288613526334142,12.004959390706713
2014-11-06,9.86141135004884,7.571473996049873,12.338032226637377
2014-11-07,9.815161910912343,7.4258519635521045,12.193444326176488
2014-11-08,9.989565674759383,7.607516467160789,12.318101987577261
2014-11-09,10.130248426011727,7.83659667585407,12.446662719058754
2014-11-10,9.903247530132296,7.713374042411588,12.39875978481751
2014-11-11,9.924194036987203,7.777986443809121,12.36584264165958
2014-11-12,9.634604304413052,7.223903999220039,12.187077199172338
2014-11-13,9.560493272109829,7.274012246736253,11.779852158462198
2014-11-14,9.220412577702392,7.015372272502679,11.523316517296186
2014-11-15,9.261968056182152,6.805313931954596,11.704410666039468
2014-11-16,9.482493818050218,7.017499862986549,11.834636171878646
2014-11-17,9.536191986600194,7.082605174669179,11.670860558671512
2014-11-18,9.961583596556451,7.86455246516226,12.489573717916683
2014-11-19,10.083190169796737,7.9223640184504776,12.479923021424812
2014-11-20,10.313261110976349,7.982766389765274,12.714451519190906
2014-11-21,10.101535091939052,7.777637153972689,12.581418425973556
2014-11-22,10.092892706381262,7.600428079886024,12.363125956020482
2014-11-23,10.139473370604868,7.913279358706939,12.570851866726995
2014-11-24,9.97542331553238,7.5047155578459455,12.404809483299758
2014-11-25,10.205625530295162,7.6520367389924875,12.575438138217251
2014-11-26,10.1818514780158,7.946660944926304,12.396136031866295
2014-11-27,10.30325767582666,7.966334977912918,12.564767696435151
2014-11-28,9.986581160836788,7.73238780951838,12.401746222963094
2014-11-29,9.852062270874853,7.534296101125505,12.230451025302253
2014-11-30,9.755184914489696,7.443337752722082,12.241290362016969
2014-12-01,9.462540918450857,7.168627958074023,11.856577424327108
2014-12-02,9.624586632209331,7.174275982487648,11.934670809996565
2014-12-03,9.62920127808318,7.241023157467204,11.806438236327384
2014-12-04,9.88538786723402,7.420747340272294,12.235255563506627
2014-12-05,9.789603915119823,7.5529886364616505,12.295510860375705
2014-12-06,9.919611150234756,7.455307636538842,12.335067125567786
2014-12-07,10.07906733796339,7.593379649175351,12.502865876194056
2014-12-08,9.984265418739653,7.599908785461423,12.193912759982808
2014-12-09,10.243459948323403,7.89587468744877,12.69816351135596
2014-12-10,10.215320790685789,7.805712685181644,12.437943794186562
2014-12-11,10.2996674790068,8.014588682524488,12.74032904487664
2014-12-12,9.913148963616889,7.494700253558566,12.28744843622636
2014-12-13,9.689376500726675,7.291263018730652,11.89374528580737
2014-12-14,9.51867881418453,7.302712818226916,11.993532721854717
2014-12-15,9.214269825066662,6.811255129333238,11.54212345563586
2014-12-16,9.459251821119404,7.2270644921860265,11.831091917559721
2014-12-17,9.63376910090499,7.3611423157681815,12.004167638225466
2014-12-18,10.091232673127319,7.904808567851134,12.743615133280816
2014-12-19,10.14617332792631,7.8412685673957006,12.268967730158085
2014-12-20,10.310601269745518,7.953508403119318,12.651431849278891
2014-12-21,10.37885257240936,8.056092979689085,12.611972130995406
2014-12-22,10.127168470431707,7.835084125183289,12.346306733029103
2014-12-23,10.267221564978044,7.979843442549555,12.59031149736408
2014-12-24,10.251169288920886,7.629161970925592,12.604157838475807
2014-12-25,10.509744572323308,8.344059895417358,12.777539954233289
2014-12-26,10.405860352840817,8.223908641632121,12.687851817906566
2014-12-27,10.457020905834115,8.062979005284388,12.69380449419474
2014-12-28,10.430942453000672,7.983024021472609,12.722842087007843
2014-12-29,10.071608318087353,7.46729296830991,12.329527025206756
